date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:04:06	6553/6553	---M--	200	added ('OK')	image/png	etag:%22104579-1999-500e00a8b3874%22	http://mtv.in.com/getfit/resources/css/fancybox_sprite@2x.png	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/fancybox_sprite@2x.png	(from http://mtv.in.com/getfit/resources/css/jquery.fancybox.css)
09:04:07	24586/24586	---M--	200	added ('OK')	image/gif	etag:%22104575-600a-500f6155841e5%22	http://mtv.in.com/getfit/resources/css/fancybox_loading.gif	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/fancybox_loading.gif	(from http://mtv.in.com/getfit/resources/css/jquery.fancybox.css)
09:04:08	372154/372154	---M--	200	added ('OK')	image/jpeg	etag:%2210461d-5adba-500efd0c2dda6%22	http://mtv.in.com/getfit/resources/images/ep8-bala.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/ep8-bala.jpg	(from http://mtv.in.com/getfit/)
09:04:09	5835/5835	---M-Z	200	added ('OK')	text/css	etag:%2210458c-16cb-500f0e6845d74%22	http://mtv.in.com/getfit/resources/css/style.css	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/style.css	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:09	9983/9983	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Aug%202014%2003:34:08%20GMT	http://mtvstat.in.com/c70956005f372e3774fca3196dc8d8da_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtvstat.in.com/c70956005f372e3774fca3196dc8d8da_ls_m.jpg	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:09	6399/6399	---M-Z	200	added ('OK')	text/javascript	etag:%22220b85-18ff-4ef9c050424d2%22	http://mtv.in.com/jwplayer/xmlParser.js?v=16	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/jwplayer/xmlParserfb74.js	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:10	1861/1861	---M--	200	added ('OK')	image/png	etag:%221045a1-745-500f0434e17bd%22	http://mtv.in.com/getfit/resources/images/share-fb.png?v=1	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/share-fb3860.png	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:10	1945/1945	---M--	200	added ('OK')	image/png	etag:%22104a22-799-5016b331d27e8%22	http://mtv.in.com/getfit/resources/images/share-ytube.png?v=1	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/share-ytube3860.png	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:10	2540/2540	---M--	200	added ('OK')	image/png	etag:%221045a2-9ec-500f042f03495%22	http://mtv.in.com/getfit/resources/images/share-twit.png?v=1	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/share-twit3860.png	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:11	4161/4161	---M--	200	added ('OK')	image/png	etag:%22104597-1041-500f04332eab5%22	http://mtv.in.com/getfit/resources/images/btn-previous.png?v=1	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/btn-previous3860.png	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:11	66229/66229	---M-Z	200	added ('OK')	text/javascript	etag:%22220b8b-102b5-4fed6d4d37709%22	http://mtv.in.com/jwplayer/jwplayer.js?v=16	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/jwplayer/jwplayerfb74.js	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:11	3195/3195	---M--	200	added ('OK')	image/png	etag:%22104596-c7b-500f0431642c5%22	http://mtv.in.com/getfit/resources/images/btn-next.png?v=1	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/btn-next3860.png	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:11	1365/1365	---M--	200	added ('OK')	image/png	etag:%2210489e-555-50119d17fcaeb%22	http://mtv.in.com/getfit/resources/images/smallbutton-prev.png	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/smallbutton-prev.png	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:11	1358/1358	---M--	200	added ('OK')	image/png	etag:%2210489c-54e-50119d1767063%22	http://mtv.in.com/getfit/resources/images/smallbutton-next.png	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/smallbutton-next.png	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202014%2003:34:11%20GMT	https://www.facebook.com/sharer.php?s=100&p[url]=http://mtv.in.com/getfit/mtv-get-fit-with-bani-healthy-lifestyle-iframe-100208728.html%23episode-1&p[images][0]=http://mtvstat.in.com/c70956005f372e3774fca3196dc8d8da_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer.49a268.delayed	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:12	0/0	---M--	302	error ('forced.302')	text/html	date:Tue,%2026%20Aug%202014%2003:34:11%20GMT	https://www.facebook.com/sharer/sharer.php?s=100&p%5Burl%5D=http%3A%2F%2Fmtv.in.com%2Fgetfit%2Fmtv-get-fit-with-bani-healthy-lifestyle-iframe-100208728.html%23episode-1&p%5Bimages%5D%5B0%5D=http%3A%2F%2Fmtvstat.in.com%2Fc70956005f372e3774fca3196dc8d8da_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer/sharer3a49.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:14	157444/157444	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ebef7eb1bd986d0d5684550aa28b8d07%22	http://connect.facebook.net/en_GB/sdk.js	C:/My%20Web%20Sites/mtv%20get%20fit/connect.facebook.net/en_GB/sdk.js	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:16	13815/13815	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202014%2003:34:13%20GMT	http://mtv.in.com/getfit/iframeEpisode.php?id=	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/iframeEpisode5445.html	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:17	11315/11315	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Aug%202014%2003:34:15%20GMT	http://mtvstat.in.com/892ed4a22fe9da2dbea9173919790b47_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtvstat.in.com/892ed4a22fe9da2dbea9173919790b47_ls_m.jpg	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208729)
09:04:17	100803/100803	---M--	200	added ('OK')	application/javascript	etag:%22ceac4dbdbc7d24154aed3dc297c1419b%22	https://platform.twitter.com/widgets.js	C:/My%20Web%20Sites/mtv%20get%20fit/platform.twitter.com/widgets.js	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208728)
09:04:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202014%2003:34:15%20GMT	https://www.facebook.com/sharer.php?s=100&p[url]=http://mtv.in.com/getfit/mtv-get-fit-with-bani-perfect-arms-legs-iframe-100208729.html%23episode-2&p[images][0]=http://mtvstat.in.com/892ed4a22fe9da2dbea9173919790b47_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer.4f50da.delayed	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208729)
09:04:17	0/0	---M--	302	error ('forced.302')	text/html	date:Tue,%2026%20Aug%202014%2003:34:16%20GMT	https://www.facebook.com/sharer/sharer.php?s=100&p%5Burl%5D=http%3A%2F%2Fmtv.in.com%2Fgetfit%2Fmtv-get-fit-with-bani-perfect-arms-legs-iframe-100208729.html%23episode-2&p%5Bimages%5D%5B0%5D=http%3A%2F%2Fmtvstat.in.com%2F892ed4a22fe9da2dbea9173919790b47_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer/sharer4431.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208729)
09:04:19	7028/7028	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Aug%202014%2003:34:16%20GMT	http://mtvstat.in.com/380a10f22b89c6e525da680b2599caa6_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtvstat.in.com/380a10f22b89c6e525da680b2599caa6_ls_m.jpg	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208730)
09:04:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202014%2003:34:18%20GMT	https://www.facebook.com/sharer.php?s=100&p[url]=http://mtv.in.com/getfit/mtv-get-fit-with-bani-eat-healthy-iframe-100208730.html%23episode-3&p[images][0]=http://mtvstat.in.com/380a10f22b89c6e525da680b2599caa6_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharerccab.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208730)
09:04:19	0/0	---M--	302	error ('forced.302')	text/html	date:Tue,%2026%20Aug%202014%2003:34:18%20GMT	https://www.facebook.com/sharer/sharer.php?s=100&p%5Burl%5D=http%3A%2F%2Fmtv.in.com%2Fgetfit%2Fmtv-get-fit-with-bani-eat-healthy-iframe-100208730.html%23episode-3&p%5Bimages%5D%5B0%5D=http%3A%2F%2Fmtvstat.in.com%2F380a10f22b89c6e525da680b2599caa6_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer/sharerd171.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208730)
09:04:20	9851/9851	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Aug%202014%2003:34:18%20GMT	http://mtvstat.in.com/483b91aadb10fff1c6fc9b13b7688c78_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtvstat.in.com/483b91aadb10fff1c6fc9b13b7688c78_ls_m.jpg	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208731)
09:04:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202014%2003:34:19%20GMT	https://www.facebook.com/sharer.php?s=100&p[url]=http://mtv.in.com/getfit/mtv-get-fit-with-bani-lose-2-inches-asap-iframe-100208731.html%23episode-4&p[images][0]=http://mtvstat.in.com/483b91aadb10fff1c6fc9b13b7688c78_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer9500.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208731)
09:04:21	0/0	---M--	302	error ('forced.302')	text/html	date:Tue,%2026%20Aug%202014%2003:34:20%20GMT	https://www.facebook.com/sharer/sharer.php?s=100&p%5Burl%5D=http%3A%2F%2Fmtv.in.com%2Fgetfit%2Fmtv-get-fit-with-bani-lose-2-inches-asap-iframe-100208731.html%23episode-4&p%5Bimages%5D%5B0%5D=http%3A%2F%2Fmtvstat.in.com%2F483b91aadb10fff1c6fc9b13b7688c78_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer/sharer264c.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208731)
09:04:21	13389/13389	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Aug%202014%2003:34:20%20GMT	http://mtvstat.in.com/c73735e7b68029a9951201cf1c52fdea_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtvstat.in.com/c73735e7b68029a9951201cf1c52fdea_ls_m.jpg	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208732)
09:04:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202014%2003:34:20%20GMT	https://www.facebook.com/sharer.php?s=100&p[url]=http://mtv.in.com/getfit/mtv-get-fit-with-bala-workout-from-home-iframe-100208732.html%23episode-5&p[images][0]=http://mtvstat.in.com/c73735e7b68029a9951201cf1c52fdea_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharerfcd1.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208732)
09:04:22	0/0	---M--	302	error ('forced.302')	text/html	date:Tue,%2026%20Aug%202014%2003:34:21%20GMT	https://www.facebook.com/sharer/sharer.php?s=100&p%5Burl%5D=http%3A%2F%2Fmtv.in.com%2Fgetfit%2Fmtv-get-fit-with-bala-workout-from-home-iframe-100208732.html%23episode-5&p%5Bimages%5D%5B0%5D=http%3A%2F%2Fmtvstat.in.com%2Fc73735e7b68029a9951201cf1c52fdea_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer/sharera82c.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208732)
09:04:22	9627/9627	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Aug%202014%2003:34:21%20GMT	http://mtvstat.in.com/a4495830d46bbce8ad6242c275dcd7cd_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtvstat.in.com/a4495830d46bbce8ad6242c275dcd7cd_ls_m.jpg	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208733)
09:04:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202014%2003:34:22%20GMT	https://www.facebook.com/sharer.php?s=100&p[url]=http://mtv.in.com/getfit/mtv-get-fit-with-bala-survive-a-street-fight-iframe-100208733.html%23episode-6&p[images][0]=http://mtvstat.in.com/a4495830d46bbce8ad6242c275dcd7cd_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer7e96.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208733)
09:04:23	0/0	---M--	302	error ('forced.302')	text/html	date:Tue,%2026%20Aug%202014%2003:34:22%20GMT	https://www.facebook.com/sharer/sharer.php?s=100&p%5Burl%5D=http%3A%2F%2Fmtv.in.com%2Fgetfit%2Fmtv-get-fit-with-bala-survive-a-street-fight-iframe-100208733.html%23episode-6&p%5Bimages%5D%5B0%5D=http%3A%2F%2Fmtvstat.in.com%2Fa4495830d46bbce8ad6242c275dcd7cd_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer/sharer12d1.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208733)
09:04:23	7444/7444	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Aug%202014%2003:34:22%20GMT	http://mtvstat.in.com/dd222a7860573a33f143c6ad8d6d5914_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtvstat.in.com/dd222a7860573a33f143c6ad8d6d5914_ls_m.jpg	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208734)
09:04:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202014%2003:34:23%20GMT	https://www.facebook.com/sharer.php?s=100&p[url]=http://mtv.in.com/getfit/mtv-get-fit-with-bala-train-for-a-marathon-iframe-100208734.html%23episode-7&p[images][0]=http://mtvstat.in.com/dd222a7860573a33f143c6ad8d6d5914_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer0567.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208734)
09:04:24	0/0	---M--	302	error ('forced.302')	text/html	date:Tue,%2026%20Aug%202014%2003:34:23%20GMT	https://www.facebook.com/sharer/sharer.php?s=100&p%5Burl%5D=http%3A%2F%2Fmtv.in.com%2Fgetfit%2Fmtv-get-fit-with-bala-train-for-a-marathon-iframe-100208734.html%23episode-7&p%5Bimages%5D%5B0%5D=http%3A%2F%2Fmtvstat.in.com%2Fdd222a7860573a33f143c6ad8d6d5914_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer/sharer3902.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208734)
09:04:24	11090/11090	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Aug%202014%2003:34:23%20GMT	http://mtvstat.in.com/08f43e43e6719e057ce3ef6150eea05e_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtvstat.in.com/08f43e43e6719e057ce3ef6150eea05e_ls_m.jpg	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208735)
09:04:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202014%2003:34:24%20GMT	https://www.facebook.com/sharer.php?s=100&p[url]=http://mtv.in.com/getfit/mtv-get-fit-with-bala-lose-5-kgs-in-2-weeks-iframe-100208735.html%23episode-8&p[images][0]=http://mtvstat.in.com/08f43e43e6719e057ce3ef6150eea05e_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharera650.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208735)
09:04:25	0/0	---M--	302	error ('forced.302')	text/html	date:Tue,%2026%20Aug%202014%2003:34:24%20GMT	https://www.facebook.com/sharer/sharer.php?s=100&p%5Burl%5D=http%3A%2F%2Fmtv.in.com%2Fgetfit%2Fmtv-get-fit-with-bala-lose-5-kgs-in-2-weeks-iframe-100208735.html%23episode-8&p%5Bimages%5D%5B0%5D=http%3A%2F%2Fmtvstat.in.com%2F08f43e43e6719e057ce3ef6150eea05e_ls_m.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/www.facebook.com/sharer/sharerbc9b.php	(from http://mtv.in.com/getfit/iframeEpisode.php?id=100208735)
09:04:26	33189/33189	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202014%2003:34:25%20GMT	http://mtv.in.com/getfit/resources/images/skin-intro.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/skin-intro.63.delayed	(from http://mtv.in.com/getfit/resources/css/style.css)
09:04:28	33189/33189	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202014%2003:34:27%20GMT	http://mtv.in.com/getfit/resources/images/skin-episodes.gif	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/skin-episodes.gif	(from http://mtv.in.com/getfit/resources/css/style.css)
09:04:29	33189/33189	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202014%2003:34:28%20GMT	http://mtv.in.com/getfit/resources/images/bg-episodes.png	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/bg-episodes.png	(from http://mtv.in.com/getfit/resources/css/style.css)
09:04:29	33189/33189	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202014%2003:34:28%20GMT	http://mtv.in.com/getfit/resources/images/watch.png	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/watch.png	(from http://mtv.in.com/getfit/resources/css/style.css)
09:04:30	33189/33189	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202014%2003:34:29%20GMT	http://mtv.in.com/getfit/resources/images/violet.png	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/violet.png	(from http://mtv.in.com/getfit/resources/css/style.css)
09:04:30	33189/33189	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202014%2003:34:29%20GMT	http://mtv.in.com/getfit/resources/images/play.png	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/play.png	(from http://mtv.in.com/getfit/resources/css/style.css)
09:04:30	302/302	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2026%20Aug%202014%2003:34:29%20GMT	http://mtv.in.com/getfit/%s/profile.php?id=%s	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/%s/profile4d6d.php	(from http://connect.facebook.net/en_GB/sdk.js)
